epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,9472.5,1.07215,0.91045,1.33602,0.72065,0.67677,0.72921,0.40476,1.62103,1.18699,1.86416,0.00066538,0.00066538,0.00066538
171,9530.8,1.03065,0.85884,1.31758,0.71249,0.67505,0.73922,0.42262,1.59156,1.15486,1.85877,0.0006634,0.0006634,0.0006634
172,9593.56,1.03611,0.8561,1.32137,0.69844,0.68555,0.72284,0.41632,1.60425,1.18737,1.88044,0.00066142,0.00066142,0.00066142
173,9649.37,1.03858,0.86254,1.32248,0.65785,0.71463,0.71941,0.40313,1.61955,1.2014,1.88742,0.00065944,0.00065944,0.00065944
174,9703.16,1.01428,0.83826,1.31247,0.74134,0.66823,0.7353,0.41204,1.60147,1.16423,1.88253,0.00065746,0.00065746,0.00065746
175,9756.45,1.01281,0.82675,1.30821,0.72208,0.67494,0.72026,0.40765,1.65648,1.17396,1.93371,0.00065548,0.00065548,0.00065548
176,9810.66,1.01556,0.84038,1.30966,0.7061,0.68573,0.72348,0.40632,1.60969,1.17167,1.8962,0.0006535,0.0006535,0.0006535
177,9866.65,0.98892,0.81582,1.28442,0.71899,0.70229,0.74234,0.42064,1.63041,1.15715,1.88916,0.00065152,0.00065152,0.00065152
178,9921.83,1.03577,0.84973,1.32084,0.72788,0.67592,0.72521,0.41284,1.63601,1.16338,1.89998,0.00064954,0.00064954,0.00064954
179,9975.09,1.02193,0.82741,1.30482,0.692,0.66238,0.7121,0.39566,1.64697,1.21325,1.90767,0.00064756,0.00064756,0.00064756
180,10031.8,1.00986,0.82335,1.29609,0.71509,0.71223,0.73705,0.4231,1.62305,1.12015,1.89535,0.00064558,0.00064558,0.00064558
181,10098.7,1.01585,0.82813,1.30343,0.74268,0.6687,0.73123,0.41743,1.62017,1.16128,1.90914,0.0006436,0.0006436,0.0006436
182,10151.8,1.0131,0.83202,1.29923,0.73113,0.6809,0.74225,0.41852,1.63794,1.16344,1.91079,0.00064162,0.00064162,0.00064162
183,10206.3,0.97572,0.80144,1.28111,0.73683,0.67456,0.72622,0.41676,1.63311,1.14222,1.92722,0.00063964,0.00063964,0.00063964
184,10260.7,1.01287,0.82292,1.30341,0.68881,0.71671,0.74068,0.41674,1.62914,1.17748,1.92247,0.00063766,0.00063766,0.00063766
185,10315,1.00158,0.82969,1.2923,0.72074,0.68554,0.73784,0.41585,1.62154,1.13812,1.91039,0.00063568,0.00063568,0.00063568
186,10369.2,0.99312,0.811,1.27951,0.69617,0.68848,0.73589,0.41878,1.63664,1.14214,1.91698,0.0006337,0.0006337,0.0006337
187,10423.2,0.99741,0.8233,1.29745,0.73848,0.68904,0.74415,0.41913,1.6252,1.18331,1.93422,0.00063172,0.00063172,0.00063172
188,10477.2,1.0095,0.83095,1.29903,0.70694,0.65922,0.71813,0.41198,1.63107,1.18166,1.93269,0.00062974,0.00062974,0.00062974
189,10530.2,0.97874,0.80822,1.28537,0.6907,0.66654,0.73217,0.42756,1.6323,1.18554,1.93058,0.00062776,0.00062776,0.00062776
190,10588,0.98603,0.79493,1.28452,0.70301,0.69535,0.73388,0.41966,1.63461,1.13492,1.93325,0.00062578,0.00062578,0.00062578
191,10642.1,1.00075,0.80878,1.29242,0.71602,0.72131,0.74236,0.41015,1.68331,1.12414,1.9547,0.0006238,0.0006238,0.0006238
192,10696.3,1.00438,0.80306,1.28916,0.70957,0.6691,0.72127,0.41181,1.67054,1.15497,1.97718,0.00062182,0.00062182,0.00062182
193,10749.3,0.96394,0.77925,1.27006,0.70468,0.69331,0.73836,0.42222,1.64281,1.13743,1.93295,0.00061984,0.00061984,0.00061984
194,10801.7,0.9849,0.7992,1.28199,0.7018,0.68124,0.72202,0.40708,1.65308,1.13855,1.9752,0.00061786,0.00061786,0.00061786
195,10854.4,0.97504,0.80848,1.27704,0.68709,0.6879,0.72006,0.40596,1.63054,1.19499,1.93395,0.00061588,0.00061588,0.00061588
196,10907.3,0.94914,0.77424,1.25854,0.69508,0.68356,0.71944,0.405,1.65618,1.19437,1.97278,0.0006139,0.0006139,0.0006139
197,10960,0.98831,0.7892,1.27451,0.74,0.6718,0.73352,0.41613,1.66845,1.141,1.9929,0.00061192,0.00061192,0.00061192
198,11013,0.96408,0.76344,1.26908,0.68814,0.71024,0.73186,0.41692,1.66027,1.14492,1.97144,0.00060994,0.00060994,0.00060994
199,11066,0.95733,0.78933,1.26156,0.6997,0.69414,0.73182,0.41487,1.64613,1.14176,1.95558,0.00060796,0.00060796,0.00060796
200,11124.6,0.97717,0.7807,1.26989,0.73076,0.66805,0.73144,0.41677,1.65019,1.18403,1.94551,0.00060598,0.00060598,0.00060598
201,11177.9,0.9393,0.75947,1.25363,0.69193,0.73394,0.7466,0.41891,1.65083,1.13986,1.97355,0.000604,0.000604,0.000604
202,11235.3,0.94918,0.77508,1.27533,0.72787,0.70787,0.7468,0.42608,1.65795,1.1089,1.99644,0.00060202,0.00060202,0.00060202
203,11288.1,0.93852,0.74678,1.25072,0.75088,0.67855,0.74888,0.42565,1.65721,1.15168,1.9718,0.00060004,0.00060004,0.00060004
204,11341.2,0.9544,0.77914,1.25283,0.71336,0.694,0.7369,0.40896,1.66656,1.14635,1.98242,0.00059806,0.00059806,0.00059806
205,11393.8,0.95192,0.77758,1.26204,0.761,0.64252,0.73735,0.41625,1.64194,1.15816,1.95785,0.00059608,0.00059608,0.00059608
206,11446.7,0.94994,0.74405,1.24607,0.74068,0.6843,0.74275,0.41698,1.65395,1.15651,1.96422,0.0005941,0.0005941,0.0005941
207,11504.8,0.92757,0.73731,1.23248,0.75339,0.65706,0.7344,0.41196,1.65697,1.1843,1.97296,0.00059212,0.00059212,0.00059212
208,11558.8,0.94709,0.7578,1.24814,0.69926,0.68507,0.72477,0.41284,1.66821,1.1845,1.99954,0.00059014,0.00059014,0.00059014
209,11611.7,0.9252,0.75491,1.24556,0.70079,0.707,0.73465,0.41417,1.67961,1.16175,1.99976,0.00058816,0.00058816,0.00058816
210,11664.8,0.9276,0.74178,1.25246,0.73986,0.67089,0.73691,0.41174,1.67672,1.16994,2.01121,0.00058618,0.00058618,0.00058618
211,11717.8,0.92426,0.74401,1.24306,0.71871,0.68868,0.72999,0.41193,1.67756,1.17086,2.01246,0.0005842,0.0005842,0.0005842
212,11771,0.94174,0.74852,1.24539,0.77753,0.67397,0.74919,0.42071,1.66574,1.12808,1.98423,0.00058222,0.00058222,0.00058222
213,11823.8,0.9345,0.74784,1.24599,0.73871,0.69126,0.74111,0.41102,1.67995,1.15074,1.99886,0.00058024,0.00058024,0.00058024
214,11877,0.91381,0.72827,1.22864,0.71922,0.70632,0.73446,0.40648,1.66829,1.13565,1.99676,0.00057826,0.00057826,0.00057826
215,11930.7,0.92037,0.73949,1.23644,0.6965,0.71395,0.74328,0.41486,1.66521,1.17143,1.97301,0.00057628,0.00057628,0.00057628
216,11983.7,0.92003,0.72575,1.22881,0.71822,0.69863,0.74423,0.40677,1.68412,1.16005,1.99415,0.0005743,0.0005743,0.0005743
217,12036.4,0.92827,0.74196,1.23038,0.77197,0.67042,0.74708,0.4236,1.66912,1.15031,2.00886,0.00057232,0.00057232,0.00057232
218,12089.1,0.93373,0.72148,1.24455,0.74625,0.69536,0.74739,0.40661,1.70254,1.17845,2.03776,0.00057034,0.00057034,0.00057034
219,12142.2,0.90195,0.71305,1.22877,0.75713,0.69261,0.75207,0.41654,1.68106,1.16794,1.99974,0.00056836,0.00056836,0.00056836
220,12195.3,0.92727,0.72358,1.2226,0.76348,0.68893,0.74999,0.4159,1.68257,1.1511,1.9794,0.00056638,0.00056638,0.00056638
221,12248.7,0.90058,0.70583,1.22171,0.72974,0.71106,0.75331,0.41703,1.68039,1.12628,2.00599,0.0005644,0.0005644,0.0005644
222,12301.4,0.90202,0.70682,1.22261,0.71561,0.68979,0.741,0.41205,1.70925,1.16031,2.02115,0.00056242,0.00056242,0.00056242
223,12354.4,0.88111,0.70442,1.20967,0.76412,0.6703,0.74078,0.41487,1.69054,1.176,2.02905,0.00056044,0.00056044,0.00056044
224,12407.6,0.896,0.74749,1.22286,0.74931,0.67509,0.74344,0.42022,1.6497,1.15024,2.00681,0.00055846,0.00055846,0.00055846
225,12461.2,0.87068,0.69098,1.20974,0.71929,0.68936,0.73858,0.41117,1.66743,1.15509,2.01933,0.00055648,0.00055648,0.00055648
226,12514.1,0.88299,0.69916,1.2288,0.74422,0.66612,0.73529,0.41037,1.68218,1.16523,2.0281,0.0005545,0.0005545,0.0005545
227,12567.6,0.89642,0.7076,1.22166,0.73601,0.65948,0.72802,0.40281,1.69557,1.18742,2.03657,0.00055252,0.00055252,0.00055252
228,12620.5,0.92772,0.73738,1.23371,0.74966,0.67351,0.73696,0.40804,1.67407,1.16982,1.98954,0.00055054,0.00055054,0.00055054
229,12673.6,0.89828,0.71477,1.21364,0.74496,0.685,0.74459,0.40863,1.69527,1.16508,2.03188,0.00054856,0.00054856,0.00054856
230,12727.4,0.87845,0.70458,1.21356,0.74426,0.67157,0.74932,0.4159,1.66253,1.14227,2.00989,0.00054658,0.00054658,0.00054658
231,12780.2,0.86707,0.69385,1.20101,0.70954,0.7099,0.74729,0.41147,1.66662,1.16729,2.02667,0.0005446,0.0005446,0.0005446
232,12833.5,0.88362,0.69279,1.21299,0.76492,0.67471,0.74808,0.41196,1.68935,1.16526,2.03381,0.00054262,0.00054262,0.00054262
233,12886.6,0.86515,0.69716,1.19456,0.75169,0.66503,0.7367,0.40964,1.71628,1.21093,2.06621,0.00054064,0.00054064,0.00054064
234,12939.8,0.85302,0.6716,1.18957,0.73018,0.68924,0.7422,0.41241,1.68402,1.16398,2.0495,0.00053866,0.00053866,0.00053866
235,12992.8,0.85682,0.66136,1.19147,0.76846,0.65344,0.72861,0.40561,1.7057,1.15965,2.06339,0.00053668,0.00053668,0.00053668
236,13046.3,0.86986,0.67313,1.2034,0.75235,0.67355,0.73342,0.41043,1.66931,1.16868,2.0233,0.0005347,0.0005347,0.0005347
237,13099.1,0.84908,0.65533,1.18552,0.75879,0.65813,0.73699,0.41329,1.66362,1.187,2.02875,0.00053272,0.00053272,0.00053272
238,13152.4,0.85562,0.66171,1.1929,0.74737,0.68192,0.73569,0.41041,1.66043,1.169,2.02847,0.00053074,0.00053074,0.00053074
239,13205.8,0.87099,0.67165,1.19585,0.73865,0.66386,0.7414,0.41883,1.6662,1.16773,2.02332,0.00052876,0.00052876,0.00052876
